feature,n,sorting policy,mean_forum,ci_lower,ci_upper,median_rank,rank_iqr,p_rank_1,p_rank_top3
sentcomp,10,random_pinned_rl,-0.08521717536986256,-0.09532063292571885,-0.07406240654272732,25.0,6.0,0.0,0.0
sentcomp,10,random_pinned_rt,-0.08127629661048455,-0.09213162762447442,-0.07065735256954908,20.0,7.0,0.0,0.0
sentcomp,10,random_rh,-0.0819023350715349,-0.09280978170173186,-0.07186853624079505,21.0,8.0,0.0,0.0
sentcomp,10,random_rl,-0.07634454128281323,-0.08554402167005631,-0.06723520043417404,14.0,9.0,0.0,0.001
sentcomp,10,random_rt,-0.07484263341928447,-0.0855661350350093,-0.06481257472989974,13.0,8.0,0.0,0.0
sentcomp,10,rev-chron_pinned_rh,-0.09156267383735962,-0.10247357973984503,-0.08048244129606986,29.0,3.0,0.0,0.0
sentcomp,10,rev-chron_pinned_rl,-0.09696911667830818,-0.10732786398181329,-0.08569973300232273,34.0,6.0,0.0,0.0
sentcomp,10,rev-chron_pinned_rt,-0.08141081553669287,-0.09273661537100009,-0.07092126400435243,20.0,6.0,0.0,0.0
sentcomp,10,rev-chron_rh,-0.08498684812384211,-0.09546324012050862,-0.07486510047868461,25.0,6.0,0.0,0.0
sentcomp,10,rev-chron_rl,-0.09534762630305182,-0.10598843354659074,-0.08510798458352582,32.0,8.0,0.0,0.0
sentcomp,10,rev-chron_rt,-0.08152674702404533,-0.09168237359988833,-0.07080601209104907,21.0,8.0,0.0,0.0
sim,10,chron_pinned_rh,0.046641801825770476,0.037251896894470136,0.05523074170647446,29.0,1.0,0.0,0.0
sim,10,chron_pinned_rl,0.004369324624587837,-0.006130575969821709,0.013645554670226406,36.0,1.0,0.0,0.0
sim,10,chron_pinned_rt,-0.11354838535911842,-0.12470931899975317,-0.10290941731474716,55.0,2.0,0.0,0.0
sim,10,chron_rh,-0.0016663965610467018,-0.011773659899728284,0.008824360703904265,37.0,0.0,0.0,0.0
sim,10,chron_rl,-0.07578902263348467,-0.08642294629845812,-0.0644262873886734,42.0,1.0,0.0,0.0
sim,10,chron_rt,-0.14915110132574175,-0.16111937602693605,-0.13882014996625391,61.0,0.0,0.0,0.0
sim,10,least-neg-abs_pinned_rh,0.06617383411925068,0.05720916059766619,0.07472504329393148,24.0,2.0,0.0,0.0
sim,10,least-neg-abs_pinned_rl,0.015501611606282974,0.00605230076757078,0.024745077799793052,34.0,0.0,0.0,0.0
sim,10,least-neg-abs_pinned_rt,-0.22065678749265175,-0.23253440439385178,-0.2089977569927558,65.0,0.0,0.0,0.0
sim,10,least-neg-abs_rh,0.04354525468712785,0.03424886927000476,0.05287458313188693,30.0,1.0,0.0,0.0
sim,10,least-neg-abs_rl,-0.02634163523887879,-0.03580252246310583,-0.015894516607696214,39.0,0.0,0.0,0.0
sim,10,least-neg-abs_rt,-0.137404453917106,-0.14945578087861533,-0.12620524217254983,60.0,0.0,0.0,0.0
sim,10,neg-abs_pinned_rh,0.055400083570483025,0.04718948460413849,0.06327795186986869,28.0,0.0,0.0,0.0
sim,10,neg-abs_pinned_rl,0.005657475213237537,-0.002897592705928112,0.014810697999463718,35.0,1.0,0.0,0.0
sim,10,neg-abs_pinned_rt,-0.1550320240930748,-0.16654994902728398,-0.14398075853365078,62.0,0.0,0.0,0.0
sim,10,neg-abs_rh,0.029043795692126857,0.020431676324251576,0.03690762073100696,33.0,1.0,0.0,0.0
sim,10,neg-abs_rl,-0.03983283767576399,-0.04847512219517715,-0.030593030817907752,40.0,0.0,0.0,0.0
sim,10,neg-abs_rt,-0.20435141641407895,-0.2163600664411542,-0.19255261566270335,64.0,0.0,0.0,0.0
sim,10,pin-pred-lr_pinned_rh,0.10346812630793098,0.09665385261106635,0.11059344294462949,14.0,2.0,0.0,0.0
sim,10,pin-pred-lr_pinned_rl,0.10344957814451836,0.09662543797185118,0.1105605246993733,14.0,2.0,0.0,0.0
sim,10,pin-pred-lr_pinned_rt,-0.10742893355261558,-0.1174227659024086,-0.09668290972995248,52.0,3.0,0.0,0.0
sim,10,pin-pred-lr_rh,0.1035523594310023,0.09646192794878228,0.11089068220941764,13.0,3.0,0.0,0.0
sim,10,pin-pred-lr_rl,0.1035523594310023,0.09646192794878228,0.11089068220941764,13.0,3.0,0.0,0.0
sim,10,pin-pred-lr_rt,-0.09351153075365046,-0.10387719281142571,-0.08317285589557363,45.0,1.0,0.0,0.0
sim,10,pin-pred-xgb_pinned_rh,0.10657591987096297,0.09901352132487569,0.11415068231389983,11.0,1.0,0.0,0.0
sim,10,pin-pred-xgb_pinned_rl,0.10449368911108624,0.09684422593558036,0.11190786683733396,12.0,4.0,0.0,0.0
sim,10,pin-pred-xgb_pinned_rt,-0.1010561447987331,-0.11117847003857251,-0.09036984355263092,48.0,2.0,0.0,0.0
sim,10,pin-pred-xgb_rh,0.10871192341938951,0.10107536992219732,0.1165752107302707,9.0,0.0,0.0,0.0
sim,10,pin-pred-xgb_rl,0.10664588180696169,0.09903651533908901,0.1143563094184919,11.0,1.0,0.0,0.0
sim,10,pin-pred-xgb_rt,-0.08638897824928522,-0.09649533088145062,-0.0753297742213914,44.0,0.0,0.0,0.0
sim,10,pos-abs_pinned_rh,0.09235033332065828,0.08483847130883426,0.10052089297975035,18.0,1.0,0.0,0.0
sim,10,pos-abs_pinned_rl,0.06741041848966323,0.05966080123231584,0.07549239463462945,23.0,1.0,0.0,0.0
sim,10,pos-abs_pinned_rt,-0.10593230954975338,-0.11588163181493596,-0.09457955558543052,51.0,3.0,0.0,0.0
sim,10,pos-abs_rh,0.08878417738942761,0.08124655347034217,0.09684420868882912,20.0,0.0,0.0,0.0
sim,10,pos-abs_rl,0.061700292275510694,0.05346398434389219,0.06989375753095861,26.0,1.0,0.0,0.0
sim,10,pos-abs_rt,-0.11503886760840856,-0.12556224626673734,-0.10419898129014588,56.0,3.0,0.0,0.0
sim,10,pos-rel_pinned_rh,0.09482802887503716,0.08712919763121836,0.1033120469242097,17.0,0.0,0.0,0.0
sim,10,pos-rel_pinned_rl,0.067292666720053,0.05950624346931478,0.07545995645158382,23.0,2.0,0.0,0.0
sim,10,pos-rel_pinned_rt,-0.09942035792045392,-0.1091958735447102,-0.0882253624047339,47.0,2.0,0.0,0.0
sim,10,pos-rel_rh,0.09123407729990855,0.08347804157478783,0.0993796012359924,19.0,1.0,0.0,0.0
sim,10,pos-rel_rl,0.06073124437231157,0.052104351204109715,0.06871840912487848,26.0,1.0,0.0,0.0
sim,10,pos-rel_rt,-0.10881809094409017,-0.11890189170024193,-0.09715986310186905,52.0,3.0,0.0,0.0
sim,10,pred-nb_pinned_rh,0.14142092641087398,0.13465172297205782,0.1481593548923023,3.0,0.0,0.0,0.852
sim,10,pred-nb_pinned_rl,0.1413538233169459,0.13462883728507632,0.14806091923057899,4.0,0.0,0.0,0.148
sim,10,pred-nb_pinned_rt,-0.10875902132171059,-0.1186647581348483,-0.09863990732593587,52.0,3.0,0.0,0.0
sim,10,pred-nb_rh,0.1482086371008329,0.1415300519587452,0.1551187739316581,1.0,0.0,0.842,1.0
sim,10,pred-nb_rl,0.1481478731570688,0.14138618954715626,0.15504937281159317,2.0,0.0,0.158,1.0
sim,10,pred-nb_rt,-0.1029632326143219,-0.11351606472346613,-0.09234841421717337,49.0,4.0,0.0,0.0
sim,10,pred-xgb_pinned_rh,0.11409648387951019,0.10682391029293872,0.12169757665504775,5.0,1.0,0.0,0.0
sim,10,pred-xgb_pinned_rl,0.11264181753512993,0.10547287121488204,0.12015201620989834,7.0,1.0,0.0,0.0
sim,10,pred-xgb_pinned_rt,-0.1205075216388476,-0.13051206494346154,-0.10986766337305165,58.0,1.0,0.0,0.0
sim,10,pred-xgb_rh,0.1138937264388739,0.10628894669028081,0.12128104483893183,6.0,1.0,0.0,0.0
sim,10,pred-xgb_rl,0.11234718055910234,0.10466137742649292,0.11972377197118184,8.0,1.0,0.0,0.0
sim,10,pred-xgb_rt,-0.12633453904108316,-0.13711164179841864,-0.11587856805557223,59.0,0.0,0.0,0.0
sim,10,random_pinned_rh,0.06110657083278112,0.05342266620938454,0.06938336479479218,26.0,2.0,0.0,0.0
sim,10,random_pinned_rl,-0.07904316931075522,-0.0887632700658081,-0.06863018459005324,43.0,1.0,0.0,0.0
sim,10,random_pinned_rt,-0.0996700146600826,-0.1099736529323657,-0.08952076208287413,47.0,2.0,0.0,0.0
sim,10,random_rh,0.028895115135180952,0.020130289171400723,0.037218165009836456,32.0,1.0,0.0,0.0
sim,10,random_rl,-0.18973456783344045,-0.20002853288402714,-0.17977355961291136,63.0,0.0,0.0,0.0
sim,10,random_rt,-0.11305501277787329,-0.12404860432136366,-0.10146982954051402,55.0,4.0,0.0,0.0
sim,10,rev-chron_pinned_rh,0.07114519834830951,0.06258622539464803,0.07977165875138337,21.0,0.0,0.0,0.0
sim,10,rev-chron_pinned_rl,-0.11738855740392723,-0.12878924124373559,-0.10651368426459536,57.0,3.0,0.0,0.0
sim,10,rev-chron_pinned_rt,-0.04824934369901627,-0.058309618895087956,-0.03774053504225291,41.0,0.0,0.0,0.0
sim,10,rev-chron_rh,0.039431461415504944,0.030247474944035017,0.04887734760385636,31.0,0.0,0.0,0.0
sim,10,rev-chron_rl,-0.26219845299040173,-0.2731975943488701,-0.2510670116693742,66.0,0.0,0.0,0.0
sim,10,rev-chron_rt,-0.0165318366550238,-0.025994436147142357,-0.006275739173875265,38.0,0.0,0.0,0.0
smog,10,chron_pinned_rh,0.03228694612689703,0.02500970817167573,0.03941300541709085,42.0,2.0,0.0,0.0
smog,10,chron_pinned_rl,0.011828289811595576,0.004305453613927667,0.01920056157236243,51.0,3.0,0.0,0.0
smog,10,chron_pinned_rt,-0.0236225767454969,-0.031473271268579635,-0.01542021932828685,57.0,1.0,0.0,0.0
smog,10,chron_rh,-0.043900037738359904,-0.051638543841110586,-0.036614473692758776,61.0,1.0,0.0,0.0
smog,10,chron_rl,-0.08079259553794543,-0.08884594281517148,-0.07299886795879568,64.0,0.0,0.0,0.0
smog,10,chron_rt,-0.09648988226546365,-0.10478537067236587,-0.0883515835506957,65.0,0.0,0.0,0.0
smog,10,least-neg-abs_pinned_rh,0.06435260549073565,0.05778454235718218,0.07121633149149714,32.0,0.0,0.0,0.0
smog,10,least-neg-abs_pinned_rl,0.04995050586162219,0.04330962153667404,0.05685760202281096,35.0,2.0,0.0,0.0
smog,10,least-neg-abs_pinned_rt,-0.043018138541522935,-0.05088101835713166,-0.03456823645163421,60.0,1.0,0.0,0.0
smog,10,least-neg-abs_rh,0.031747625004495524,0.02473328698438637,0.038364193448284484,42.0,2.0,0.0,0.0
smog,10,least-neg-abs_rl,0.008876098984550364,0.001830389540999266,0.016304601799613957,53.0,3.0,0.0,0.0
smog,10,least-neg-abs_rt,-0.1071012647265485,-0.11545199539255692,-0.09938204940076267,66.0,0.0,0.0,0.0
smog,10,neg-abs_pinned_rh,0.10007654043596975,0.09367670419182424,0.10629103789360295,24.0,2.0,0.0,0.0
smog,10,neg-abs_pinned_rl,0.08214094723510489,0.07570607301765069,0.08815271280913385,27.0,0.0,0.0,0.0
smog,10,neg-abs_pinned_rt,0.0038241865390825627,-0.003522150131296202,0.011857987947013881,56.0,1.0,0.0,0.0
smog,10,neg-abs_rh,0.0756294091873073,0.0693313577485666,0.08195631883598106,29.0,1.0,0.0,0.0
smog,10,neg-abs_rl,0.049320371953193894,0.04288236594721185,0.055588760515020805,35.0,3.0,0.0,0.0
smog,10,neg-abs_rt,-0.030579117425244596,-0.038623847571178774,-0.0221369077218628,59.0,1.0,0.0,0.0
smog,10,pin-pred-lr_pinned_rh,0.15266106259794324,0.14741572217488244,0.15813215264229913,15.0,0.0,0.0,0.0
smog,10,pin-pred-lr_pinned_rl,0.15263423687652664,0.14737132942796838,0.15815316411665092,16.0,1.0,0.0,0.0
smog,10,pin-pred-lr_pinned_rt,0.042000982895402265,0.03500376482234775,0.04895788585151088,38.0,0.0,0.0,0.0
smog,10,pin-pred-lr_rh,0.1535730736094963,0.14803612596744486,0.1591810044730425,13.0,0.0,0.0,0.0
smog,10,pin-pred-lr_rl,0.1535730736094963,0.14803612596744486,0.1591810044730425,13.0,0.0,0.0,0.0
